Maker,Bean_Origin/Bar_Name,Review_Year,Cocoa_Pct,Maker_Location,Rating,Bean_Type,Bean_Origin
Nathan Miller,Madagascar,2014,0.735,U.S.A.,2.5,Trinitario,Madagascar
Nibble,"Ambanja, Sambirano Valley",2015,0.72,U.S.A.,3,Trinitario,Madagascar
Nuance,"Sambirano Valley, 2012",2015,0.7,U.S.A.,3.5,Trinitario,Madagascar
Omnom,Madagascar,2014,0.66,Iceland,3.5,Trinitario,Madagascar
Palette de Bine,Sambirano,2014,0.78,Canada,3.75,Trinitario,Madagascar
Patric,Madagascar,2009,0.75,U.S.A.,4,Trinitario,Madagascar
Patric,Madagascar,2009,0.67,U.S.A.,3.5,Trinitario,Madagascar
Patric,Madagascar,2007,0.7,U.S.A.,4,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",2014,0.73,U.K.,2.25,Trinitario,Madagascar
Paul Young,"Madagascar, w/ shell",2014,0.64,U.K.,2.75,Trinitario,Madagascar
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",2007,0.72,Belgium,4,Trinitario,Madagascar
Pitch Dark,Akesson Estate,2014,0.73,U.S.A.,3.25,Trinitario,Madagascar
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",2014,0.72,U.K.,3.25,Trinitario,Madagascar
Raaka,Madagascar,2012,0.75,U.S.A.,3.25,Trinitario,Madagascar
Ritual,Sambirano,2012,0.75,U.S.A.,4,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar,2013,0.75,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,2013,0.68,Madagascar,3.25,Trinitario,Madagascar
Rogue,"Akessons Estate, Sambirano, 2013",2013,0.7,U.S.A.,3.5,Trinitario,Madagascar
Rogue,"Sambirano, 2008",2008,0.7,U.S.A.,2.75,Trinitario,Madagascar
Rozsavolgyi,"Sambirano, Akesson Estate",2012,0.72,Hungary,2.5,Trinitario,Madagascar
S.A.I.D.,Malgascio,2010,0.64,Italy,3.5,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",2015,1,Canada,3,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",2014,0.67,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation, 2012",2014,0.73,Canada,3.75,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,2015,0.65,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,2015,0.7,Australia,3.5,Trinitario,Madagascar
Snake & Butterfly,Madagascar,2010,0.68,U.S.A.,3,Trinitario,Madagascar
Sol Cacao,Madagascar,2015,0.72,U.S.A.,3,Trinitario,Madagascar
Solstice,Sambirano,2013,0.7,U.S.A.,3,Trinitario,Madagascar
Soma,"Sambirano Valley, Black Science, B-60307.0",2016,0.7,Canada,3.5,Trinitario,Madagascar
Starchild,Sambirano Valley,2015,0.7,U.S.A.,3,Trinitario,Madagascar
Sublime Origins,Sambirano,2013,0.67,U.S.A.,2.75,Trinitario,Madagascar
Szanto Tibor,Ambolikapiky,2015,0.7,Hungary,3.25,Trinitario,Madagascar
Terroir,Madagascar,2015,0.7,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Madagascar,2014,0.67,U.S.A.,3.75,Trinitario,Madagascar
Theo,Madagascar,2007,0.65,U.S.A.,3.5,Trinitario,Madagascar
twenty-four blackbirds,Madagascar,2014,0.75,U.S.A.,3.5,Trinitario,Madagascar
Upchurch,"Madagascar, Sassy Bar",2016,0.72,U.S.A.,3,Trinitario,Madagascar
Valrhona,"Sambirano, Ampamakia 2005, Millot P.",2006,0.64,France,3.5,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,2009,0.72,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,2009,0.76,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,2009,0.8,Madagascar,2.75,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,2009,0.7,Madagascar,3,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,2009,0.68,Madagascar,3,Trinitario,Madagascar
Vao Vao (Chocolaterie Robert),Madagascar,2009,0.64,Madagascar,3.25,Trinitario,Madagascar
Violet Sky,Sambirano Valley,2015,0.77,U.S.A.,2.75,Trinitario,Madagascar
Willie's Cacao,Sambirano,2010,0.71,U.K.,3,Trinitario,Madagascar
Woodblock,Sambirano,2012,0.7,U.S.A.,3.25,Trinitario,Madagascar
Zak's,"Madagascar, Batch 2",2015,0.7,U.S.A.,3.25,Trinitario,Madagascar
Amedei,Madagascar,2007,0.7,Italy,4,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),Sambirano,2012,0.66,U.K.,3.5,Trinitario,Madagascar
Scharffen Berger,Amina,2010,0.65,U.S.A.,3.75,Trinitario,Madagascar
Choco Dong,"Tawau, Oct. 2015 Harvest",2015,0.7,South Korea,3.5,Trinitario,Malaysia
Ah Cacao,Tabasco,2009,0.7,Mexico,3,Criollo,Mexico
Bonnat,"Porcelana, Tabasco, Marfil de Blanco",2009,0.75,France,3,Criollo,Mexico
Bonnat,"Xoconusco, cacao Real",2009,0.75,France,3,Criollo,Mexico
Cacao Sampaka,"Porcelana, Tabasco, La Joya",2009,0.7,Spain,4,Criollo,Mexico
Cacao Sampaka,"Xoconusco, Chiapas",2009,0.7,Spain,4,Criollo,Mexico
Chocolats Privilege,Xoconusco,2014,0.7,Canada,2.5,Criollo,Mexico
Chocovic,Xoconusco,2010,0.71,Spain,3.25,Criollo,Mexico
Choklat,"Porcelana, Tabasco",2009,0.7,Canada,2.75,Criollo,Mexico
Coppeneur,"Porcelana, Tabasco, Mexico",2008,0.72,Germany,3,Criollo,Mexico
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",2009,0.72,Belgium,3,Criollo,Mexico
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",2006,0.72,Belgium,4,Criollo,Mexico
Quetzalli (Wolter),"Mexico, Lot 28022016",2016,0.7,Mexico,2.75,Criollo,Mexico
Askinosie,Xoconusco,2007,0.75,U.S.A.,2.5,Trinitario,Mexico
Chocovivo,Tabasco,2015,0.65,U.S.A.,2.5,Trinitario,Mexico
Chocovivo,Tabasco,2015,0.75,U.S.A.,2.5,Trinitario,Mexico
Quetzalli (Wolter),"Uranga, Lot 22032016",2016,0.74,Mexico,3,Trinitario,Mexico
Duffy's,"Chuno, Xoco",2014,0.7,U.K.,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso, Xoco",2014,0.76,U.K.,3.75,Criollo,Nicaragua
Duffy's,"Nicaliso, Xoco",2011,0.71,U.K.,3.25,Criollo,Nicaragua
Naï¿½ve,Nicaragua,2014,0.7,Lithuania,3.25,Criollo,Nicaragua
Alexandre,"La Dalia, Matagalpa",2017,0.7,Netherlands,3.5,Criollo,Nicaragua
Arete,Chuno,2015,0.7,U.S.A.,4,Criollo,Nicaragua
Doble & Bignall,Johe,2014,0.72,U.K.,3.5,Criollo,Nicaragua
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",2012,0.7,Denmark,3.25,Criollo,Nicaragua
Friis Holm (Bonnat),"Chuno, double turned, Xoco",2012,0.7,Denmark,3.25,Criollo,Nicaragua
Friis Holm (Bonnat),"Johe, Xoco",2011,0.7,Denmark,3.25,Criollo,Nicaragua
Friis Holm (Bonnat),"Chuno, Xoco",2011,0.7,Denmark,3.5,Criollo,Nicaragua
Friis Holm (Bonnat),"Nicaliso, Xoco",2011,0.7,Denmark,3.5,Criollo,Nicaragua
Pitch Dark,Chuno,2015,0.8,U.S.A.,2.75,Criollo,Nicaragua
Castronovo,Nicaragua,2013,0.72,U.S.A.,3.25,Trinitario,Nicaragua
Hummingbird,Momotombo,2014,0.7,Canada,3,Trinitario,Nicaragua
L'Amourette,Rugoso,2016,0.8,U.S.A.,3.5,Trinitario,Nicaragua
organicfair,Nicaraqua,2013,0.72,Canada,2.75,Trinitario,Nicaragua
Pitch Dark,Nicalizo,2015,0.8,U.S.A.,2.75,Trinitario,Nicaragua
Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",2016,0.7,Canada,3.75,Trinitario,Nicaragua
Soma,La Dalia,2014,0.7,Canada,3.25,Trinitario,Nicaragua
Starchild,Rio Tuma,2015,0.7,U.S.A.,3,Trinitario,Nicaragua
Neuhaus (Callebaut),Papua New Guinea,2010,0.7,Belgium,2.5,Criollo,Papua New Guinea
Zotter,Huiwani Coop,2012,0.75,Austria,3,Criollo,Papua New Guinea
Cravve,New Ireland,2014,0.7,Australia,2.5,Forastero,Papua New Guinea
Cravve,Djual Island,2012,0.75,Australia,3.5,Forastero,Papua New Guinea
Shark Mountain,Papua New Guinea,2015,0.73,U.S.A.,3.5,Forastero,Papua New Guinea
Captain Pembleton,"Saidor Estate, Madang P.",2014,0.7,New Zealand,3.5,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #220, MR, MC",2012,0.69,U.S.A.,4,Trinitario,Papua New Guinea
Fresco,"Markham Valley, #222, LR, 0C",2012,0.69,U.S.A.,3,Trinitario,Papua New Guinea
Matale,"Kulili P., 2013",2013,0.74,Australia,4,Trinitario,Papua New Guinea
Pralus,Papouasie,2008,0.75,France,3,Trinitario,Papua New Guinea
Soma,Papua New Guinea,2012,0.85,Canada,3.5,Trinitario,Papua New Guinea
Soma,Papua New Guinea,2009,0.7,Canada,3.5,Trinitario,Papua New Guinea
Zokoko,Tokiala,2011,0.66,Australia,3.5,Trinitario,Papua New Guinea
Acalli,"Tumbes, Norandino",2015,0.7,U.S.A.,3.75,Criollo,Peru
Artisan du Chocolat,Peru,2009,0.75,U.K.,3,Criollo,Peru
Bonnat,"Porcelana, Apotequil",2009,0.75,France,2.75,Criollo,Peru
Cacao Atlanta,Tumbes,2014,0.75,U.S.A.,2.5,Criollo,Peru
Castronovo,San Martin,2013,0.7,U.S.A.,2.5,Criollo,Peru
Castronovo,Tumbes,2013,0.7,U.S.A.,2.75,Criollo,Peru
Chocolarder,Peru,2015,0.65,U.K.,2.5,Criollo,Peru
Chocolarder,Peru + nibs,2015,0.65,U.K.,2.75,Criollo,Peru
Chocolate Makers,"Peru, Awagum bar",2015,0.8,Netherlands,3.75,Criollo,Peru
"Chocolate Tree, The",Peru,2012,0.68,Scotland,2.75,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",2009,0.72,Germany,3,Criollo,Peru
Coppeneur,"Porcelana, Apotequil",2009,0.62,Germany,3.25,Criollo,Peru
Emily's,Peru,2015,0.78,Japan,3.5,Criollo,Peru
Forever Cacao,Rio Eni,2014,0.72,U.K.,2.75,Criollo,Peru
French Broad,Tumbes Coop,2012,0.7,U.S.A.,2.5,Criollo,Peru
Hogarth,Gran Blanco,2016,0.66,New Zealand,3.5,Criollo,Peru
iQ Chocolate,"Satipo region, white label",2012,0.72,Scotland,2.75,Criollo,Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,0.7,Japan,3,Criollo,Peru
Lillie Belle,Perfect Illusion,2012,0.65,U.S.A.,3.5,Criollo,Peru
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,0.68,U.S.A.,3.5,Criollo,Peru
Maverick,Tumbes,2014,0.82,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon, Norandiono Coop, Piura",2014,0.63,U.S.A.,3.5,Criollo,Peru
Nibble,Tumbes,2015,0.72,U.S.A.,3,Criollo,Peru
Obolo,Pangoa,2015,0.7,Chile,3.75,Criollo,Peru
Obolo,"Pangoa, w/ nibs",2015,0.7,Chile,3.75,Criollo,Peru
Ocelot,Piura,2015,0.75,Scotland,4,Criollo,Peru
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",2009,0.75,Switzerland,3,Criollo,Peru
Pierre Marcolini,"Peru, Las Pampas P.",2010,0.85,Belgium,3,Criollo,Peru
Pomm (aka Dead Dog),Peru,2012,0.82,U.S.A.,2.75,Criollo,Peru
Ranger,"Tumbes, Batch 2",2015,0.73,U.S.A.,3.5,Criollo,Peru
Raoul Boulanger,Piura,2016,0.75,France,3.25,Criollo,Peru
Shattell,Porcelana,2011,0.75,Peru,3.5,Criollo,Peru
Soma,"Apurimac, El Quinacho Co-op",2013,0.7,Canada,2.75,Criollo,Peru
Two Ravens,Peru,2016,0.6,U.S.A.,3,Criollo,Peru
Wilkie's Organic,Amazonas,2013,0.75,Ireland,2.5,Criollo,Peru
Wilkie's Organic,Amazonas,2013,0.89,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,2013,0.75,Ireland,3.25,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,2013,0.75,Ireland,2.75,Criollo,Peru
Zotter,"Satipo Pangoa region, 16hr conche",2012,0.7,Austria,3,Criollo,Peru
Zotter,"Satipo Pangoa region, 20hr conche",2012,0.7,Austria,3.5,Criollo,Peru
Summerbird,Peru,2016,0.61,Denmark,2.5,Criollo,Peru
Summerbird,Peru,2016,0.71,Denmark,3,Criollo,Peru
Violet Sky,Peru,2015,0.77,U.S.A.,3.25,Criollo,Peru
Arete,Phantom,2016,0.7,U.S.A.,4,Forastero ,Peru
Arete,Nacional,2015,0.68,U.S.A.,3.5,Forastero ,Peru
Bar Au Chocolat,Maranon Canyon,2014,0.7,U.S.A.,4,Forastero ,Peru
Bonnat,Piura Blanco,2011,0.75,France,3.5,Forastero ,Peru
"Chocolate Tree, The",Maranon,2015,0.69,Scotland,3.75,Forastero ,Peru
"Chocolate Tree, The",Peru,2013,0.7,Scotland,3.75,Forastero ,Peru
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",2011,0.68,Canada,3.75,Forastero ,Peru
Durci,"Maranon, Joya Rara",2015,0.7,U.S.A.,3.5,Forastero ,Peru
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",2012,0.72,U.S.A.,2.75,Forastero ,Peru
French Broad,"Maranon Canyon, Fortunato No. 4",2011,0.7,U.S.A.,3.5,Forastero ,Peru
Fresco,"Maranon, #228, MR, SC",2014,0.7,U.S.A.,3,Forastero ,Peru
Fresco,"Maranon, #227, LR, MC",2014,0.7,U.S.A.,3.5,Forastero ,Peru
Fresco,"Maranon, #229, MR, LC",2014,0.7,U.S.A.,3.5,Forastero ,Peru
Fresco,"Maranon, #230, DR, LC",2014,0.7,U.S.A.,3.5,Forastero ,Peru
Fruition,Maranon,2014,0.76,U.S.A.,3,Forastero ,Peru
K'ul,"Maranon, Fortunato No. 4",2016,0.7,U.S.A.,2.75,Forastero ,Peru
Letterpress,Maranura,2014,0.7,U.S.A.,3.5,Forastero ,Peru
Map Chocolate,"Maranon, 2014",2015,0.62,U.S.A.,3.5,Forastero ,Peru
Naive,"Maranon Canyon, Fortunato No. 4",2013,0.78,Lithuania,3.75,Forastero ,Peru
Noble Bean aka Jerjobo,Maranon Canyon,2014,0.75,U.S.A.,3.25,Forastero ,Peru
Ritual,"Maranon, Cajamarca",2013,0.75,U.S.A.,3,Forastero ,Peru
"Smooth Chocolator, The","Maranon, batch 2",2015,0.67,Australia,3,Forastero ,Peru
Solkiki,"Maranon, Fortunato No. 4",2016,0.68,U.K.,2.75,Forastero ,Peru
Soma,Maranon Canyon,2014,0.7,Canada,3.75,Forastero ,Peru
Woodblock,"Maranon, Cajamarca",2014,0.7,U.S.A.,3,Forastero ,Peru
Amazona,"Bellavista Gran Pajeten, San Martin",2013,0.73,Peru,3.5,Trinitario,Peru
Domori,Apurimac,2006,0.7,Italy,3.25,Trinitario,Peru
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",2013,0.7,U.S.A.,4,Trinitario,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,0.7,Japan,2.25,Trinitario,Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,0.7,Japan,2.5,Trinitario,Peru
Askinosie,Davao,2009,0.77,U.S.A.,3.75,Trinitario,Philippines
Malagos,"Davao, Mt. Talamo foothills",2013,0.65,Philippines,3.5,Trinitario,Philippines
Rozsavolgyi,Principe,2011,0.77,Hungary,2.75,Forastero,Sao Tome & Principe
C-Amaro,Sao Tome,2011,0.78,Italy,2.25,Forastero,Sao Tome & Principe
Hotel Chocolat (Coppeneur),Uba Budo,2008,0.72,U.K.,3,Forastero,Sao Tome & Principe
Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,0.75,France,3.5,Forastero,Sao Tome & Principe
Michel Cluizel,Vila Gracinda,2007,0.67,France,3.5,Forastero,Sao Tome & Principe
Michel Cluizel,Tamarina,2006,0.7,France,3,Forastero,Sao Tome & Principe
Neuhaus (Callebaut),Sao Tome,2006,0.75,Belgium,2.75,Forastero,Sao Tome & Principe
Pralus,Claudio Corallo w/ nibs,2007,0.75,France,4,Forastero,Sao Tome & Principe
Santome,Sao Tome,2011,0.7,France,2.75,Forastero,Sao Tome & Principe
Silvio Bessone,"Trintade, Sao Tome",2011,0.65,Italy,3.25,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,2010,0.735,Sao Tome,3.75,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,2008,0.8,Sao Tome,3,Forastero,Sao Tome & Principe
Claudio Corallo,Terreiro Velho P.,2008,0.75,Sao Tome,4,Forastero,Sao Tome & Principe
Claudio Corallo,Principe,2008,1,Sao Tome,1,Forastero,Sao Tome & Principe
Coppeneur,Uba Budo,2012,0.72,Germany,3.75,Forastero,Sao Tome & Principe
Enric Rovira (Claudio Corallo),Terreiro Velho P.,2010,0.8,Spain,3.25,Forastero,Sao Tome & Principe
Pralus,Sao Tome & Principe,2006,0.75,France,3.5,Forastero,Sao Tome & Principe
Valrhona,Guanaja,2006,0.7,France,4,Criollo,South America
Metropolitan,South America,2015,0.7,Netherlands,3.5,Trinitario,South America
Svenska Kakaobolaget,Sri Lanka,2015,0.7,Sweden,2.75,Criollo,Sri Lanka
Hotel Chocolat,"Marcial, single Cote, 2012",2013,0.7,U.K.,4,Trinitario,St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",2013,1,U.K.,1.75,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",2011,0.65,U.K.,3,Trinitario,St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",2011,0.65,U.K.,3.25,Trinitario,St. Lucia
Tan Ban Skrati,"Paramaribo, batch 20160043-01",2016,0.7,Suriname,3.25,Trinitario,Suriname
Pralus,Tanzania,2006,0.75,France,3.5,Criollo,Tanzania
Bellflower,"Kakao Kamili, Kilombero Valley",2016,0.7,U.S.A.,3.5,Criollo,Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,0.85,Austria,3,Criollo,Tanzania
Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,0.7,Austria,3.5,Criollo,Tanzania
Alexandre,"Makwale Village, Kyela",2017,0.7,Netherlands,3.5,Forastero,Tanzania
Cravve,"Tanzania, batch a1",2012,0.75,Australia,3.25,Forastero,Tanzania
Askinosie,Mababa,2016,0.68,U.S.A.,3.75,Trinitario,Tanzania
Askinosie,"Tenende, Uwate",2011,0.72,U.S.A.,3.75,Trinitario,Tanzania
Fossa,"Kokoa Kamili Coop, Kilombero",2016,0.67,Singapore,3.75,Trinitario,Tanzania
Omnom,"Kakao Kamili, Kilombero Valley",2016,0.7,Iceland,3.75,Trinitario,Tanzania
Tobago Estate (Pralus),"Roxborough, Tobago",2012,0.7,France,4,Trinitario,Tobago
Alain Ducasse,Trinite,2014,0.65,France,2.75,Trinitario,Trinidad
Amedei,Trinidad,2007,0.7,Italy,3.5,Trinitario,Trinidad
Arete,San Juan,2016,0.7,U.S.A.,3.5,Trinitario,Trinidad
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",2013,0.72,U.K.,3.25,Trinitario,Trinidad
Bright,Gran Couva,2014,0.68,Australia,2.75,Trinitario,Trinidad
