Maker,Bean_Origin/Bar_Name,Review_Year,Cocoa_Pct,Maker_Location,Rating,Bean_Type,Bean_Origin
Burnt Fork Bend,Trinidad,2014,0.72,U.S.A.,3.25,Trinitario,Trinidad
C-Amaro,Trinidad,2011,0.7,Italy,2.5,Trinitario,Trinidad
Coppeneur,Trinidad,2010,0.72,Germany,3,Trinitario,Trinidad
Damson,Robson Estate,2015,0.7,U.K.,3,Trinitario,Trinidad
Ethel's Artisan (Mars),Trinidad,2011,0.55,U.S.A.,2.5,Trinitario,Trinidad
Fruition,Gran Couva,2014,0.7,U.S.A.,3.75,Trinitario,Trinidad
Guittard,Trinidad,2010,0.65,U.S.A.,3,Trinitario,Trinidad
Holy Cacao,Gran Couva,2015,0.7,Israel,3.5,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),Trinidad,2013,0.75,U.K.,3,Trinitario,Trinidad
Letterpress,"San Juan Estate, Gran Couva",2015,0.7,U.S.A.,3.5,Trinitario,Trinidad
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,0.7,U.S.A.,2.75,Trinitario,Trinidad
Middlebury,San Juan Estate,2015,0.7,U.S.A.,3.5,Trinitario,Trinidad
Neuhaus (Callebaut),Manickchand Estate,2008,0.67,Belgium,3.75,Trinitario,Trinidad
Ohiyo,"San Juan Estate, Gran Couva",2015,0.7,U.S.A.,2.75,Trinitario,Trinidad
Palette de Bine,"San Juan Estate, Gran Couva",2015,0.7,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Gran Couva,2014,0.7,Canada,3.75,Trinitario,Trinidad
Pierre Marcolini,Trinite,2010,0.75,Belgium,3.25,Trinitario,Trinidad
Pralus,Trinidad,2006,0.75,France,3.5,Trinitario,Trinidad
Ritual,Gran Couva,2012,0.75,U.S.A.,3.5,Trinitario,Trinidad
Rogue,Trinidad,2008,0.7,U.S.A.,3,Trinitario,Trinidad
"Smooth Chocolator, The",San Juan Estate,2015,0.7,Australia,3.75,Trinitario,Trinidad
Soma,"Sangre Grande P., Trinidad",2013,0.7,Canada,3.75,Trinitario,Trinidad
Tablette (aka Vanillabeans),Trinidad,2015,0.77,Japan,2.75,Trinitario,Trinidad
Valrhona,Gran Couva 2005 P.,2006,0.64,France,2.5,Trinitario,Trinidad
Videri,Trinidad,2014,0.75,U.S.A.,3.5,Trinitario,Trinidad
Woodblock,Gran Couva,2013,0.7,U.S.A.,3.5,Trinitario,Trinidad
Zart Pralinen,San Juan Estate,2016,0.85,Austria,2.75,Trinitario,Trinidad
Zart Pralinen,"San Juan Estate, Gran Couva",2016,0.78,Austria,3.5,Trinitario,Trinidad
Chaleur B,Uganda,2014,0.7,Canada,2.75,Forastero,Uganda
De Villiers,Bundibugyo District,2016,0.7,South Africa,2.5,Forastero,Uganda
hello cocoa,Uganda,2015,0.57,U.S.A.,2.75,Forastero,Uganda
Hotel Chocolat (Coppeneur),Uganda,2008,0.8,U.K.,2.5,Forastero,Uganda
Kyya,Uganda,2014,0.725,U.S.A.,2.5,Forastero,Uganda
Terroir,Uganda,2014,0.73,U.S.A.,3.75,Forastero,Uganda
Solstice,Bundibugyo,2014,0.7,U.S.A.,3,Forastero ,Uganda
Soma,"Espiritu Santo, 'Smoke Monster'",2014,0.7,Canada,3.75,Forastero ,Vanuatu
Cravve,"Vanuatu, batch 2410",2014,0.83,Australia,2.75,Trinitario,Vanuatu
Cravve,Vanuatu,2012,0.64,Australia,3.25,Trinitario,Vanuatu
Kakao,Vanuatu,2009,0.65,Germany,3.75,Trinitario,Vanuatu
Matale,"Malekula P., 2013",2013,0.72,Australia,3.5,Trinitario,Vanuatu
Pralus,Vanuatu,2006,0.75,France,3,Trinitario,Vanuatu
Spencer,Malekula Island,2014,0.72,Australia,2.75,Trinitario,Vanuatu
Theo,"Venezuela; Barinos, Merida, Tachron",2007,0.91,U.S.A.,2,Blend,Venezuela
A. Morin,Carenero,2014,0.7,France,2.75,Criollo,Venezuela
A. Morin,Sur del Lago,2014,0.7,France,3.5,Criollo,Venezuela
A. Morin,Puerto Cabello,2014,0.7,France,3.75,Criollo,Venezuela
Amano,Ocumare,2007,0.7,U.S.A.,3.75,Criollo,Venezuela
Benoit Nihant,Chuao,2013,0.74,Belgium,3.5,Criollo,Venezuela
Benoit Nihant,Cuyagua Village,2013,0.74,Belgium,3.5,Criollo,Venezuela
Beschle (Felchlin),Maracaibo,2011,0.88,Switzerland,3,Criollo,Venezuela
Bittersweet Origins,"Ocumare, prototype",2010,0.78,U.S.A.,3,Criollo,Venezuela
Bonnat,"Maracaibo, El Rosario",2006,0.75,France,4,Criollo,Venezuela
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",2016,0.7,U.S.A.,3.5,Criollo,Venezuela
Cao,Porcelana,2016,0.75,U.S.A.,2.5,Criollo,Venezuela
Cao,"Porcelana, Batch 5163",2016,0.7,U.S.A.,3,Criollo,Venezuela
ChocoReko,Patanemo,2015,0.77,Japan,3,Criollo,Venezuela
Chocovic,Ocumare,2008,0.71,Spain,3.5,Criollo,Venezuela
Choklat,Ocumare,2009,0.8,Canada,2.5,Criollo,Venezuela
Choklat,Ocumare,2009,0.7,Canada,3,Criollo,Venezuela
Chuao Chocolatier,Choroni,2009,0.61,U.S.A.,3,Criollo,Venezuela
Compania de Chocolate (Salgado),Ocumare,2008,0.7,Argentina,3.75,Criollo,Venezuela
Dick Taylor,Mantuano,2011,0.75,U.S.A.,2.75,Criollo,Venezuela
Domori,"IL100, H. San Jose",2013,1,Italy,3,Criollo,Venezuela
Domori,Guasare,2012,0.7,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo, Hacienda San Jose",2011,0.7,Italy,3.5,Criollo,Venezuela
Edelmond,Porcelana,2016,0.68,Germany,3,Criollo,Venezuela
El Rey,"Carenero Superior, Apamate",2008,0.74,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Bucare",2008,0.58,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior, Mijao",2008,0.61,Venezuela,3,Criollo,Venezuela
El Rey,"Carenero Superior, Gran Saman",2006,0.7,Venezuela,2.75,Criollo,Venezuela
Escazu,Carenero Superior,2009,0.81,U.S.A.,3.5,Criollo,Venezuela
Escazu,Ocumare,2008,0.72,U.S.A.,3,Criollo,Venezuela
Felchlin,Maracaibo Clasificado,2006,0.65,Switzerland,3,Criollo,Venezuela
Fresco,"Carenero Superior, #203, MR, SC",2009,0.65,U.S.A.,3.5,Criollo,Venezuela
hello cocoa,Venezuela,2015,0.74,U.S.A.,3.5,Criollo,Venezuela
Idilio (Felchlin),Coopertiva Amazona,2011,0.72,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",2011,0.72,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",2011,0.72,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana, Zulia",2011,0.74,Switzerland,4,Criollo,Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,0.72,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,0.72,Switzerland,4,Criollo,Venezuela
Manufaktura Czekolady,Porcelana,2014,0.7,Poland,3.75,Criollo,Venezuela
Mast Brothers,Patanemo,2010,0.81,U.S.A.,2.75,Criollo,Venezuela
Neuhaus (Callebaut),Ocumare,2006,0.71,Belgium,3,Criollo,Venezuela
Nibble,Patanemo,2015,0.72,U.S.A.,2.25,Criollo,Venezuela
Nuance,"Canoabo, 2013",2015,0.7,U.S.A.,3,Criollo,Venezuela
Pierre Marcolini,Chuao,2010,0.75,Belgium,3,Criollo,Venezuela
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",2006,0.72,Belgium,4,Criollo,Venezuela
Rogue,Porcelana,2014,0.8,U.S.A.,3.75,Criollo,Venezuela
Rozsavolgyi,Carenero Superior,2011,0.73,Hungary,3.5,Criollo,Venezuela
Shark Mountain,Cuyagua,2015,0.77,U.S.A.,2.75,Criollo,Venezuela
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",2016,0.7,Australia,3.75,Criollo,Venezuela
Soma,CSB Chama,2015,0.7,Canada,3.5,Criollo,Venezuela
Soma,Patanemo,2013,0.7,Canada,3.75,Criollo,Venezuela
Soma,"Maracaibo, El Vigia",2013,0.7,Canada,4,Criollo,Venezuela
Soma,Chuao,2011,0.7,Canada,3.5,Criollo,Venezuela
Soma,Ocumare,2009,0.7,Canada,3.75,Criollo,Venezuela
Szanto Tibor,Porcelana,2014,0.7,Hungary,3.5,Criollo,Venezuela
Valrhona,"Porcelana, Pedegral",2011,0.64,France,4,Criollo,Venezuela
Violet Sky,Cuyagua,2015,0.77,U.S.A.,3,Criollo,Venezuela
Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,0.74,U.S.A.,3,Criollo,Venezuela
Coppeneur,Ocumare 61,2010,0.72,Germany,3.25,Criollo,Venezuela
Domori,"Ocumare 61, Puertomar",2007,0.75,Italy,3.25,Criollo,Venezuela
Domori,"Ocumare 67, Puertofino",2007,0.7,Italy,4,Criollo,Venezuela
Domori,Ocumare 77,2015,0.7,Italy,3.75,Criollo,Venezuela
Chocolate Con Amor,Ocumare,2016,0.8,U.S.A.,3,Criollo,Venezuela
Amedei,Porcelana,2007,0.7,Italy,4,Criollo,Venezuela
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",2010,0.74,Switzerland,3.25,Criollo,Venezuela
Bonnat,"Porcelana, Venezuela",2008,0.75,France,4,Criollo,Venezuela
Coppeneur,"Porcelana, Venezuela",2008,0.72,Germany,3,Criollo,Venezuela
Domori,Porcelana,2007,0.7,Italy,4,Criollo,Venezuela
Ethel's Artisan (Mars),Porcelana,2011,0.7,U.S.A.,2.5,Criollo,Venezuela
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,0.69,France,3.5,Criollo,Venezuela
Pralus,"Porcelana, S. of Lake Maracaibo",2011,0.75,France,3.25,Criollo,Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",2007,0.64,France,3.25,Criollo,Venezuela
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",2006,0.64,France,3,Criollo,Venezuela
Artisan du Chocolat,"Ocumare, Venezuela",2009,0.75,U.K.,2.5,Criollo,Venezuela
Coppeneur,Chuao 100hr,2009,0.7,Germany,3.5,Criollo,Venezuela
Coppeneur,Chuao 70hr,2009,0.7,Germany,3.75,Criollo,Venezuela
Hummingbird,Amazonas,2013,0.7,Canada,3.75,Forastero,Venezuela
Soma,Orinoco,2013,0.7,Canada,3.25,Forastero,Venezuela
A. Morin,Chuao,2013,0.7,France,4,Trinitario,Venezuela
Alain Ducasse,Chuao,2013,0.75,France,2.5,Trinitario,Venezuela
Amano,Chuao,2010,0.7,U.S.A.,3,Trinitario,Venezuela
Amedei,Chuao,2007,0.7,Italy,5,Trinitario,Venezuela
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",2010,0.7,Switzerland,3.25,Trinitario,Venezuela
Black Mountain,Carenero Superior,2008,0.7,U.S.A.,2.75,Trinitario,Venezuela
Bonnat,Chuao,2006,0.75,France,4,Trinitario,Venezuela
Brasstown aka It's Chocolate,Chuao,2014,0.7,U.S.A.,4,Trinitario,Venezuela
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",2013,0.85,U.S.A.,3.5,Trinitario,Venezuela
Cacao de Origen,Chuao,2015,0.77,Venezuela,3.5,Trinitario,Venezuela
Cacao de Origen,Rio Caribe,2015,0.75,Venezuela,3.25,Trinitario,Venezuela
Cacao de Origen,"Chuao, Aragua region",2014,0.75,Venezuela,3.5,Trinitario,Venezuela
Cacao de Origen,"Chuao, Aragua region",2014,0.7,Venezuela,3.75,Trinitario,Venezuela
"Chocolate Tree, The",Carenero Superior,2015,0.8,Scotland,3.75,Trinitario,Venezuela
Chuao Chocolatier (Pralus),Chuao,2010,0.77,U.S.A.,2.75,Trinitario,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,2008,0.8,Argentina,2.75,Trinitario,Venezuela
Coppeneur,Chuao,2010,0.7,Germany,3,Trinitario,Venezuela
Danta,Chuao,2012,0.75,Guatemala,3,Trinitario,Venezuela
Doble & Bignall,"Puerto Cabello, Mantuano",2014,0.72,U.K.,3.25,Trinitario,Venezuela
Domori,"Chuao, Hacienda San Jose",2010,0.7,Italy,3,Trinitario,Venezuela
Domori,"Carupano, H. San Jose",2008,0.7,Italy,3,Trinitario,Venezuela
Domori,Granella,2007,0.6,Italy,3.25,Trinitario,Venezuela
Domori,Sur del Lago Classificado,2006,0.7,Italy,3,Trinitario,Venezuela
Domori,Carenero Superior,2006,0.7,Italy,3.5,Trinitario,Venezuela
Dormouse,"Rio Caribe, Batch 7",2015,0.7,U.K.,2.5,Trinitario,Venezuela
Durci,"Rio Caribe, Tepui Treasure",2015,0.7,U.S.A.,3.5,Trinitario,Venezuela
Durci,"Carenero, Empyrean Sabor",2015,0.7,U.S.A.,3.25,Trinitario,Venezuela
El Rey,"Rio Caribe, Cariaco",2009,0.605,Venezuela,2.75,Trinitario,Venezuela
El Rey,"Rio Caribe, Macuro",2009,0.7,Venezuela,3,Trinitario,Venezuela
Escazu,Rio Caribe,2012,0.7,U.S.A.,2.75,Trinitario,Venezuela
Fresco,"Chuao, #218, MR, MC",2011,0.76,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao, #217, DR, MC",2011,0.7,U.S.A.,4,Trinitario,Venezuela
Hogarth,Carenero Superior,2016,0.72,New Zealand,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),Chuao,2010,0.7,U.K.,2.75,Trinitario,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",2013,0.72,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,0.7,Switzerland,4,Trinitario,Venezuela
L.A. Burdick (Felchlin),Chuao,2012,0.68,U.S.A.,3.75,Trinitario,Venezuela
L'Amourette,Carenero Superior,2012,0.75,U.S.A.,3,Trinitario,Venezuela
L'Amourette,Rio Caribe,2012,0.75,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,Chuao,2012,0.73,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,"Chuao, Med. Roast",2011,0.76,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Dark Roast",2011,0.7,U.S.A.,3,Trinitario,Venezuela
Mast Brothers,"Chuao, Light Roast",2011,0.81,U.S.A.,2.75,Trinitario,Venezuela
Michel Cluizel,"Carenero Superior, Concepcion",2007,0.66,France,3.5,Trinitario,Venezuela
Naï¿½ve,Chuao,2014,0.75,Lithuania,2.75,Trinitario,Venezuela
Patric,"Rio Caribe, Paria Penninsula",2009,0.7,U.S.A.,3.5,Trinitario,Venezuela
Pralus,Chuao,2010,0.75,France,3.5,Trinitario,Venezuela
Pralus,"Barlovento, Venezuela",2006,0.75,France,3.5,Trinitario,Venezuela
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",2014,0.75,U.K.,2.75,Trinitario,Venezuela
Rogue,Rio Caribe,2009,0.7,U.S.A.,3.5,Trinitario,Venezuela
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",2012,0.76,Hungary,2.25,Trinitario,Venezuela
Salgado,Carenero Superior,2008,0.7,Argentina,3.5,Trinitario,Venezuela
"Smooth Chocolator, The","Chuao, batch 3",2015,0.7,Australia,3.75,Trinitario,Venezuela
Soma,Carenero Superior,2012,0.7,Canada,3.75,Trinitario,Venezuela
Urzi,"Sur del Lago, Merida",2014,0.65,Italy,3.25,Trinitario,Venezuela
Valrhona,Chuao 2002 P.,2007,0.65,France,3.75,Trinitario,Venezuela
Willie's Cacao,Rio Caribe,2009,0.72,U.K.,3.25,Trinitario,Venezuela
Amedei,Venezuela,2007,0.7,Italy,3.75,Trinitario,Venezuela
Guittard,Sur del Lago,2006,0.65,U.S.A.,2.5,Trinitario,Venezuela
Hummingbird,"Ocumare, Cumboto",2013,0.7,Canada,3.25,Trinitario,Venezuela
Alain Ducasse,Vietnam,2014,0.75,France,2.75,Trinitario,Vietnam
Alexandre,Tien Giang,2017,0.7,Netherlands,3.5,Trinitario,Vietnam
Arete,Tien Giang,2016,0.73,U.S.A.,3.5,Trinitario,Vietnam
Artisan du Chocolat,Ba Ria Vung Tau Province,2010,0.72,U.K.,3.25,Trinitario,Vietnam
Cacao Store,Vietnam,2015,0.7,Japan,3.5,Trinitario,Vietnam
Choco Dong,"Mekong Delta, early 2014 Harvest",2015,0.7,South Korea,2.75,Trinitario,Vietnam
Confluence,"Tien Giang, 2015, batch 10-2-16",2016,0.78,U.S.A.,2.75,Trinitario,Vietnam
DAR,Vietnam,2016,0.72,U.S.A.,3,Trinitario,Vietnam
Dick Taylor,Tien Giang,2016,0.78,U.S.A.,3.5,Trinitario,Vietnam
Erithaj (A. Morin),Ben Tre,2014,0.7,France,3.25,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,2014,0.8,France,3,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,2014,0.74,France,3.25,Trinitario,Vietnam
Frederic Blondeel,Vietnam,2015,0.8,Belgium,3,Trinitario,Vietnam
Grand Place,"Ben Tre, Dong Nai",2011,0.72,Vietnam,3,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,0.8,U.K.,3.5,Trinitario,Vietnam
Hummingbird,Lam Dong,2015,0.7,Canada,3.5,Trinitario,Vietnam
Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,0.75,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,0.75,France,3.75,Trinitario,Vietnam
Map Chocolate,"Ben Tre, Surprise Valley",2016,0.75,U.S.A.,3.25,Trinitario,Vietnam
Marou,"Tan Phu Dong Island, Heart of Darkness",2015,0.85,Vietnam,3.25,Trinitario,Vietnam
Marou,Ben Tre,2015,0.68,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak, Batch 2451",2015,0.7,Vietnam,3.75,Trinitario,Vietnam
Marou,"Tan Phu Dong, Treasure Island",2013,0.75,Vietnam,3.5,Trinitario,Vietnam
Marou,Ba Ria,2012,0.76,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,2012,0.72,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang, Gao Co-op",2012,0.7,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,2012,0.78,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,2012,0.8,Vietnam,3,Trinitario,Vietnam
Marou,Lam Dong,2012,0.74,Vietnam,3.5,Trinitario,Vietnam
Mutari,"Tien Giang, batch 1 SRB",2016,0.8,U.S.A.,3,Trinitario,Vietnam
Palette de Bine,Lam Dong,2015,0.72,Canada,3.75,Trinitario,Vietnam
Scharffen Berger,Ben Tre,2009,0.72,U.S.A.,3.75,Trinitario,Vietnam
"Smooth Chocolator, The",Tien Giang,2016,0.7,Australia,3,Trinitario,Vietnam
Soma,"Tien Giang, Black S., batch VIT60420.0",2016,0.7,Canada,4,Trinitario,Vietnam
Szanto Tibor,"Ben Tre, Mekong Delta",2015,0.7,Hungary,3.25,Trinitario,Vietnam
Tablette (aka Vanillabeans),Vietnam,2015,0.6,Japan,3.25,Trinitario,Vietnam
Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",2012,0.7,France,3.5,Trinitario,Vietnam
Davis,West Africa,2012,0.58,U.S.A.,3.25,Forastero,West Africa
Dolfin (Belcolade),Africa,2008,0.88,Belgium,3,Forastero,West Africa
Neuhaus (Callebaut),West Africa,2006,0.73,Belgium,2,Forastero,West Africa
TCHO,West Africa,2016,0.62,U.S.A.,2,Forastero,West Africa
Valrhona,Abinao,2007,0.85,France,2.5,Forastero,West Africa
Valrhona,Le Noir Amer,2007,0.71,France,2.75,Forastero,West Africa
